State,Date,Address,Description,Type,Latitude,Longitude,Number
TX,1/14/14,"M Z Flooring, Canyon Lake, TX 78133",Worker performing painting operations was killed in fall.,Fatality,29.8781434,-98.2431747,1
LA,1/14/14,"Park Group Construction LLC, Cameron, LA 70631",Four carpenters were hospitalized after being shocked by power lines during scaffold setup.,Catastrophe,29.7977212,-93.3251535,1
KY,1/14/14,"Summit Engineering Inc., Pikeville, KY 41501",Worker killed in motor vehicle collision.,Fatality,37.4792672,-82.5187629,1
IL,1/13/14,"Danceworks Chicago Inc., Chicago, IL 60630",Dancer struck and killed by a steel aerial acrobatics ring during rehearsal.,Fatality,41.9720786,-87.7517295,1
OH,1/13/14,"F.W. Kibler Milling Co. Inc., Mount Orab, OH 45154",Worker unloading a pallet from boom truck was killed when  forklift tipped over.,Fatality,39.0275659,-83.919652,1
ID,1/13/14,"Hirai Farms LLC, Wendell, ID 83355",Worker crushed between a semi-truck and a combine.,Fatality,42.7757368,-114.7042168,1
WI,1/13/14,"J. H. Findorff & Son Inc., Madison, WI 53725",Worker died after falling from a scaffold.,Fatality,43.06,-89.4,1
WV,1/13/14,"Lee's Transport Company Inc., Holden, WV 25625",Worker died in fall from flat bed trailer.,Fatality,37.8231974,-82.0788445,1
OH,1/13/14,"Moorhead Brothers Inc., London, OH 43140",Worker struck and killed by a truck.,Fatality,39.8864493,-83.4482529,1
NM,1/13/14,"Pirtle Farms, LP , Dexter, NM 88230",Worker struck and killed by falling corn silage.,Fatality,33.197328,-104.3730202,1
UT,1/13/14,"Skyline Roofing, Inc., St. George, UT 84770",Worker died in fall from roof.,Fatality,37.0965278,-113.5684164,1
NY,1/12/14,"Auto Laundry Car Wash Corporation, Brooklyn, NY 11216",Worker struck and killed by motor vehicle.,Fatality,40.6788319,-73.9506774,1
OH,1/11/14,"TVEK Enterprises, Mingo Junction, OH 43938",Worker died after becoming caught in belt and pulley moving dirt pile.,Fatality,40.321736,-80.6097962,1
TX,1/10/14,"Dept. of Homeland Security Customs Border Patrol, Falfurrias, TX 78355",Three border patrol workers hospitalized when their helicopter made a hard-landing.,Catastrophe,27.2269872,-98.1441714,1
FL,1/10/14,"Grand Villa of Delray West, Delray Beach, FL 33484",Worker drowned when the vehicle he was driving was carried away by floodwater.,Fatality,26.4608477,-80.1372757,1
CO,1/9/14,"Greene's Energy Group LLC, Campo, CO 81029",Worker struck and killed by chocker while trying to free semi-truck from an excavator.,Fatality,37.105019,-102.5796377,1
FL,1/9/14,"United Signs & Signals Inc., Hernando, FL 34442",Three workers hospitalized after being struck and shocked by falling light pole. ,Catastrophe,28.8999815,-82.3745401,1
TX,1/8/14,"Motion Envelopes, Dallas, TX 75212",Worker electrocuted while working on press machine.,Fatality,32.782978,-96.8833562,1
FL,1/8/14,"Pacific Architects and Engineers Inc., Eglin AFB, FL 32542",Worker died after being engulfed in fire suppressant foam that  filled hangar.,Fatality,30.4635583,-86.5533382,1
AL,1/8/14,"R R Dawson Bridge Company LLC, Montgomery, AL 36101",Two workers killed in fall from aerial platform. ,Fatality,32.3737981,-86.3110071,1
IN,1/8/14,"TOA (USA), LLC, Mooresville, IN 46158",Worker died from burns caused by a stationery welder.,Fatality,39.6128243,-86.37416,1
KY,1/7/14,"Bill Collins Ford, Inc. , Louisville, KY 40218",Worker pinned and crushed by car during oil change.,Fatality,38.1891095,-85.6588999,1
TX,1/7/14,"Messer Construction Co. Inc., Amarillo, TX 79109",Worker struck and killed by vehicle that fell off fork lift. ,Fatality,35.1633874,-101.900579,1
OR,1/7/14,"Siletz Trucking, Inc. , Grand Ronde, OR 97347",Worker killed when log truck he was driving fell down a ravine.,Fatality,45.060113,-123.6092771,1
TX,1/7/14,"Tiger Sanitation Inc., San Antonia, TX 78263",Worker struck and killed by vehicle while exiting refuse collection truck. ,Fatality,29.3554237,-98.3197946,1
UT,1/6/14,"Benton Packing, LLC, Clearfield, UT 84016",Worker struck and killed by a motor vehicle.,Fatality,41.0891036,-112.0256725,1
WA,1/6/14,"North Coast Iron Corp, Seattle, WA 98109",Worker killed in fall from scaffold.,Fatality,47.6288591,-122.3456919,1
FL,1/4/14,"H & L Landscaping Inc., Sanford, FL 32773",Worker electrocuted by overhead power lines while tree trimming.,Fatality,28.7405957,-81.2739073,1
FL,1/3/14,"Lee County Electric Cooperative Inc., North Fort Myers, FL 33917",Worker killed in a motor vehicle collision. ,Fatality,26.6672935,-81.8800861,1
TX,1/3/14,"Liquid Environmental Solutions, Arlington, TX 76012",Worker struck and killed when pressurized tank failed.,Fatality,32.757305,-97.1413222,1
FL,1/2/14,"H.E.R. Engineering Inc., Ruskin, FL 33572",Worker died after being engulfed by a collapsed trench. ,Fatality,27.7689581,-82.4048423,1
PA,1/2/14,"Propper Bulk Handlers Corporation, Fairless Hills, PA 19030",Worker operating excavator died after being engulfed by collapsed salt pile.,Fatality,40.1795537,-74.8551644,1
IA,1/1/14,"Wal-Mart Stores, Inc., Clinton, IA 52732",Worker killed in fall from ladder.  ,Fatality,41.8444735,-90.1887379,1
TX,12/31/13,"Anchor Roofing, Palestine, TX 75801",Worker died after falling from roof. ,Fatality,31.7621153,-95.6307891,1
IL,12/31/13,"Carlson Siding and Construction LLC, Normal, IL 61761",Worker performing siding activities killed in fall from roof.,Fatality,40.5142026,-88.9906312,1
VA,12/31/13,"Lyon Shipyard, Norfolk, VA 23523",Worker struck and killed by falling dredge pipe. ,Fatality,36.8339739,-76.2768755,1
TX,12/31/13,"Nabors Drilling USA LP, Gonzales, TX 78629",Worker died from burns after falling through broken access door into hot mud pit.,Fatality,29.5016257,-97.4524926,1
ND,12/31/13,"Nabors Drilling USA, Williston, ND 58801",Worker struck and killed by falling section of drilling pipe.,Fatality,48.1469683,-103.6179745,1
VT,12/30/13,"Bond Auto Parts,  Springfield, VT 05156",Worker killed in a motor vehicle collision.,Fatality,43.2983665,-72.4823306,1
PA,12/30/13,"Five Star International LLC, Erie, PA 16509",Worker crushed and killed when vehicle fell onto him. ,Fatality,42.0494171,-80.0423151,1
OK,12/30/13,"Jericho Services Inc., Dacoma, OK 73731",Worker killed when his vehicle was struck by a train.,Fatality,36.6594764,-98.5631366,1
CA,12/30/13,"Lexanic Transport and Logistic Inc., Santa Fe Springs, CA 90670",Worker was crushed between a semi-trailer truck and a loading dock.,Fatality,33.9472359,-118.0853451,1
MA,12/30/13,"Signature Flight Support Corporation, East Boston,  MA 02128",Worked struck by truck and crushed against jet fuel pump and tanks.          ,Fatality,42.3702137,-71.0388601,1
MD,12/30/13,"Washington Metropolitan Area Transit Authority, Silver Spring, MD 20904",Worker crushed between bus and wall.,Fatality,39.0533891,-76.9758274,1
KY,12/30/13,"Yates Farms, Inc., Slaughters, KY 42456",Worker struck and killed by tree while conducting cutting operations.,Fatality,37.4889336,-87.5022239,1
TX,12/29/13,"Blue Line Drilling Co. LLC, San Angelo, TX 76901",Worker struck and killed by truck when it rolled back while flatbed was being unhitched.,Fatality,31.4637723,-100.4370375,1
IL,12/28/13,"1900 Lincoln Highway ABF Freight Systems Inc., Sauk Village, IL 60411",Worker struck and killed by a trailer yard tractor.,Fatality,41.4883685,-87.5675414,1
MO,12/26/13,"DirectTV, St. Louis, MO 63101",Worker driving a van killed in vehicle collision.,Fatality,38.6305392,-90.1928216,1
IL,12/26/13,"P.S. Demolition Inc., Vernon Hills, IL 60061",Worker struck and killed by a piece of falling precast concrete.,Fatality,42.2393323,-87.9653565,1
WA,12/25/13,"Bureau of Reclamation Pacific Northwest Region, Coulee City, WA 99115",Worker inspecting flood gate died in fall from edge of dam.,Fatality,47.6112561,-119.2922499,1
WA,12/25/13,"Eschbach Charles P, Everett, WA 98208",Worker crushed to death by motor vehicle while replacing rear shocks.,Fatality,47.8979318,-122.2089471,1
NJ,12/24/13,"Scholes Electric & Communications, Bridgewater, NJ 08807",Worker electrocuted by energized panel.,Fatality,40.5971482,-74.6283316,1
WA,12/23/13,"Lutton Trucking, Inc., McCleary, WA 98557",Worker transporting logs killed in vehicle collision.,Fatality,47.053151,-123.2654308,1
TX,12/23/13,"Texas H&H Contractors, Mission, TX 78574",Worker performing painting died in fall from scissor lift.,Fatality,26.2159066,-98.3252932,1
IL,12/22/13,"Tovar Snow Professionals Inc., Oak Brook, IL 60522",Worker killed in fall from truck during roadway salting oeprations.,Fatality,41.803744,-87.9270453,1
OK,12/21/13,"Mid-America Liner, Seiling, OK 73663",Worker in a company passenger van killed in vehicle collision. ,Fatality,36.1480957,-98.9242615,1
OH,12/19/13,"Carrollton Farmer's Exchange, Mechanicstown, OH 44651",Worker died after delivery truck parked on icy incline rolled over onto him.  ,Fatality,40.6186729,-80.9512006,1
OH,12/19/13,"Don King, Blacklick, OH 43004",Worker cutting tree died after being struck by limb and falling to the ground.,Fatality,40.0144647,-82.8101975,1
TX,12/19/13,"Robinson Grain Company LLC, Panhandle, TX 79068",Worker struck and killed by train.,Fatality,35.3456038,-101.3804447,1
FL,12/19/13,"W.G. Yates & Sons Construction Company, Perry, FL 32348",Worker died from exposure to chlorine dioxide.,Fatality,30.1174351,-83.5818147,1
TX,12/18/13,"Carlos Bernal Concrete, Haslet, TX 76052",Worker cleaning manhole covers struck and killed by motor vehicle.,Fatality,32.9748469,-97.3477957,1
TX,12/18/13,"ISI Construction, Repair, and Maintenance Inc., San Antonio, TX 78223",Worker struck and killed by motor vehicle while removing traffic signs.,Fatality,29.3037971,-98.4074573,1
TX,12/18/13,"Loomis US, Houston, TX 77042",Worker shot and killed after exiting armored truck with money.,Fatality,29.7392244,-95.5538528,1
AR,12/18/13,"Riceland Foods Inc., Tuckerman, AR 72473",Worker killed in fall after being knocked from elevated pallet by cable. ,Fatality,35.7306327,-91.1984601,1
ND,12/18/13,"United Pulse Trading Inc., Williston, ND 58801",Worker crushed to death by forklift.,Fatality,48.1469683,-103.6179745,1
TX,12/17/13,"Hunter Hauling LLC, N. Moulton, TX 77975",Worker killed by blast from tank trailer that exploded during welding operations.,Fatality,29.5749585,-97.1427643,1
WI,12/17/13,"Maribon Group Inc., Appleton, WI 54914",Victim killed in a weather-related vehicle collision.,Fatality,44.26558,-88.4306955,1
NY,12/16/13,"NYSDSP Troop T Fultonville Station, Amsterdam, NY 12010",Worker died when his parked vehicle was rear-ended by tractor trailer.,Fatality,42.9377453,-74.190356,1
ID,12/16/13,"Pacific Steel & Recycling, Boise, ID 83702",Worker killed when the powered industrial truck he was driving flipped over. ,Fatality,43.6624385,-116.1630431,1
FL,12/16/13,"Pardel Export Company Inc., Miami, FL 33166",Worker struck and killed by machinery parts that fell from truck during offloading.,Fatality,25.8235041,-80.3101684,1
TX,12/15/13,"Tarsco, Corpus Christi, TX 78409",Two workers killed in fall from rafters when the column they were installing collapsed.,Fatality,27.8025401,-97.5138947,1
NY,12/14/13,"Accurate Elevator Fire Door Corp., New York, NY 10024",Worker struck and killed by brick.  ,Fatality,40.7859464,-73.9741874,1
OH,12/14/13,"G and J Pepsi Cola Bottlers Inc., Columbus, OH 43219",Worker killed in vehicle collision.,Fatality,40.0415191,-82.9178838,1
OH,12/14/13,"The Comp Dairy Farm LPD, Dorset, OH 44032",Worker killed when tractor flipped over into manure pond.,Fatality,41.677921,-80.6548882,1
LA,12/13/13,"Cajun Sugar Cooperative INC., New Iberia, LA 70563",Worker died after being caught in rollers of sugar cane crusher,Fatality,30.0035365,-91.8187285,1
NC,12/13/13,"Deep River Dyeing Company, Inc., Randleman, NC 27317",Worker killed when he fell into centrifuge extractor.,Fatality,35.8179143,-79.8030873,1
CA,12/13/13,"South Green Transportation, Ontario, CA 91761",Worker crushed by truck.,Fatality,44.436984,-81.389479,1
NJ,12/12/13,"Fairfield Maintenance Inc., Livingston, NJ 07039",Worker struck and killed by dump truck while refilling underground fuel tank.,Fatality,40.7862871,-74.3300842,1
TX,12/12/13,"MCG Drilling, Abilene, TX 79605",Worker struck and killed by trash vehicle that was backing up.,Fatality,32.4389231,-99.7790227,1
KY,12/11/13,"Anderson Ferry Inc., Hebron, KY 41048",Worker drowned after falling off ferry.,Fatality,39.0661472,-84.7031888,1
GA,12/11/13,"Cimco Refrigeration Inc., Athens, GA 30608",Worker died in fall from roof.,Fatality,33.9576684,-83.3751616,1
IN,12/11/13,"NiCorr/Pioneer (Jarod), Tippecanoe, IN 46570",Worker crushed between piece of machinery and trailer.,Fatality,41.2089559,-86.1149358,1
KY,12/10/13,"Anderson Ferry Inc., Hebron, KY 41048",Worker drowned after falling from deck of ferry.,Fatality,39.0661472,-84.7031888,1
NH,12/10/13,"Pleasant View Gardens Inc., Loudon, NH 03307",Worker died after being trapped between steel structure and scissor lift.,Fatality,43.2856337,-71.4672651,1
MA,12/9/13,"Boston Bridge & Steel Inc., Boston, MA 02128",Worker killed when steel arch in shop tipped over.,Fatality,42.3695431,-71.0200613,1
TX,12/9/13,"Citizens-Shallowater Co-Op Gin, Shallowater, TX 79363",Worker struck and killed by train.,Fatality,33.6889728,-101.9982275,1
NY,12/9/13,"City Recycling Corp., Melville, NY 11747",Worker struck and killed by compactor.,Fatality,40.7934322,-73.4151214,1
CA,12/9/13,"OR Express, Fresno, CA 93710",Worker crushed to death between loading dock and tractor trailer.,Fatality,36.8179331,-119.7599761,1
IL,12/7/13,"Nation Pizza and Foods, Schaumburg, IL 60173",Temporary worker died after forklift he was operating fell between truck and dock. ,Fatality,42.0467637,-88.0460894,1
NV,12/6/13,"Chermac Builders Inc., Henderson, NV 89074",Worker killed in fall from extension ladder.,Fatality,36.0376448,-115.0762536,1
MA,12/5/13," East Coast Fireproofing, Boston, MA 02122",Worker died after being caught between steel beam and scissor lift.,Fatality,42.2967146,-71.0527482,1
KY,12/5/13,"Country Mark Refining and Logistics LLC, Henderson, KY 42420",Worker died in fall from stairs on diesel storage tank.,Fatality,37.8361538,-87.5900134,1
ME,12/5/13,"E Con Inc., Old Town, ME 04468",Worker died in fall from trusses.,Fatality,44.9342349,-68.6453092,1
TX,12/5/13,"Municipal District Services LLC, Cypress, TX 77433",Worker killed in trench wall collapse.,Fatality,29.9643725,-95.7510475,1
CO,12/5/13,"U.S. Postal Service, Westminister, CO 80020",Postal worker died in a vehicle collision.,Fatality,39.679085,-104.921641,1
FL,12/5/13,"United States Sugar Corporation, Clewiston, FL 33440",Excavator operator died after receiving multiple bee stings.,Fatality,26.7542312,-80.9336753,1
CO,12/5/13,"Young Life, Colorado Springs, CO 80901",Worker killed in vehicle collision.,Fatality,38.8543097,-104.7557795,1
NY,12/4/13,"FM Ring Associates Inc., New York, NY 10010",Worker killed in fall down elevator shaft.,Fatality,40.7388319,-73.9815337,1
NJ,12/4/13,"Genco, Avenel, NJ 07001",Temporary worker died in fall after being caught in a sorter.  ,Fatality,40.5803818,-74.2851469,1
NM,12/4/13,"Lockheed Martin, Kirkland AFB, NM 87117",Worker struck and killed by cement truck.,Fatality,35.04,-106.56,1
GA,12/4/13,"Pratt Industries Inc., Conyers, GA 30013",Worker killed when caught in conveyor during cleaning.,Fatality,33.6676103,-84.0176904,1
FL,12/3/13,"Deangelo Brothers Inc., Jacksonville, FL 32219",Worker killed in vehicle collision.,Fatality,30.4312586,-81.8005724,1
ND,12/3/13,"Farmer's Union Oil Company Inc., Watford City, ND 58854",Worker performing petroleum delivery killed in vehicle collision. ,Fatality,47.8022412,-103.2832467,1
TX,12/3/13,"KWS Manufacturing Company, Burleson, TX 76028",Worker clearing pipe died after being caught in spiral reamer. ,Fatality,32.5420821,-97.3208492,1
MO,12/3/13,"Lafayette County Road and Bridge Department, Odessa, MO 64076",Worker struck and killed by falling boom. ,Fatality,40.5229665,-95.9076339,1
TX,12/3/13,"Lindamood Demolition Inc., College Station, TX 77843",Worker operating skidsteer crushed and killed when it fell over retaining wall.,Fatality,30.61,-96.34,1
TX,12/3/13,"Savanna Energy Services, Barnhart, TX 76930",Worker died after falling from forklift basket.,Fatality,31.1625076,-101.1843887,1
ME,12/2/13,"AA Randall and Sons, Calais, ME 04619",Worker died in fall from ladder.,Fatality,45.1338285,-67.2128858,1
OH,12/2/13,"Cotterman & Sons LLC, Lorain, OH 44053",Worker struck and killed by steel waste container being hoisted onto truck.,Fatality,41.4329234,-82.2202951,1
OH,12/2/13,"Davis Motor Coach Ltd, Alliance, OH 44601",Worker performing repairs under bus crushed and killed when vehicle settled.,Fatality,40.9153362,-81.1059309,1
NY,12/2/13,"Halmar International, Maybrook, NY 12543",Worker crushed and killed by formwork that collapsed during concrete pour.,Fatality,41.4839827,-74.2176487,1
WA,12/2/13,"Wilcox Farms Inc., Roy, WA 98580",Worker died after being engulfed in corn when grain silo collapsed.,Fatality,47.0042643,-122.539846,1
NY,11/30/13,"NYCPD Traffic Division, New York, NY 10017",Traffic enforcement officer struck and killed by truck.  ,Fatality,40.7519846,-73.9697795,1
